"","Number","Plot","Unique_tree","Date","Observers","Spp","Live","Code","X.Stems","Diameters","DecayClass","Height","Cones.Brown","Cones.Green","MortalityCause1","MortalityCause2","MortalityCause3","MortalityCause4","MortalityCause5","DMR","PerDeadCrown","Easting","Northing","Age","Cored","Comments","Diameters2","Diameters3","Diameters4","Diameters5","Diameters6","Diameters7","Diameters8","Diameters9","Diameters10","Diameters102","BA_cm","BA_m2_per_ha","ENN_dist","ENN_ID","Neighbor_larger","density_2m","BA_2m","SDI_2m","density_4m","BA_4m","SDI_4m","density_6m","BA_6m","SDI_6m","LiveDead","PDC05","Delta_pdc"
"100",25,"FC791120","FC79112025","6/4/2015","SF, JV ","PIMO","Y","",2.8,"9.5",NA,1.98,"","","PNS","PSF","PTB",NA,NA,0,10,NA,NA,1,"","","9.5",15.36,17.6666666666667,11.3,NA,NA,NA,NA,NA,NA,70.84625,0.07084625,2.46256275003276,"FC79112024",9.65263157894737,0,0,NA,3,1386.9066,186.520012010999,5,3221.17685,180.321223960745,"L",10,0
"101",82,"ROB938","ROB93882","6/29/2015","SF, EK, JV ","PIMO","Y","",2.22222222222222,"10.1",1.73076923076923,5.05,"0","0","RTB",NA,NA,NA,NA,0,10,NA,NA,1,"","","10.1",10.3052631578947,7.3,7,NA,NA,NA,NA,NA,NA,80.07785,0.08007785,1.1779673624616,"ROB93884",0.675325948436428,2,560.52925,332.862317347027,9,2250.5479,341.723874569543,14,3688.1498,246.344419844234,"L",20,10
"102",23,"DIA333240","DIA33324023","6/28/2015","JV, EK","PIMO","Y","",2.5,"10.7",1.33333333333333,4.51,"","","PSF",NA,NA,NA,NA,0,10,NA,NA,1,"","","10.7",14.1,8.2,NA,NA,NA,NA,NA,NA,NA,89.87465,0.08987465,1.10240206056733,"DIA33324020",9.86077386671325,2,1280.1152,645.77596731298,3,1360.19305,183.631417790155,9,3171.98875,200.032293422218,"L",15,5
"103",35,"SPR1575","SPR157535","8/11/2015","JV, EK, SF","PIMO","Y","",1,"11",1,3.72,"0","0","PTB","PSF",NA,NA,NA,0,10,NA,NA,1,"","","11",15.5333333333333,10.3,6.4,NA,NA,NA,NA,NA,NA,94.985,0.094985,1.4557228599721,"SPR157534",11.2529752066116,2,1698.21405,810.183580338657,6,3820.93255,482.366223040927,11,5945.06405,344.551588010838,"L",5,-5
"104",23,"DES998","DES99823","5/28/2015","SF, PJW ","PIMO","Y","",3.5,"11.2",4,3.27,"","","PNS",NA,NA,NA,NA,0,10,NA,NA,1,"","","11.2",24.85,17.45,11.9,NA,NA,NA,NA,NA,NA,98.4704,0.0984704,0.87234676858417,"DES99822",5.30644132653061,1,522.5274,274.374417729179,2,1169.12405,150.11104495964,3,1648.0447,95.2067277406979,"L",5,-5
"105",28,"FC795240","FC79524028","6/7/2015","SF, JV ","PIMO","Y","",2.57142857142857,"11.5",2.8,2.62,"","","PBR",NA,NA,NA,NA,0,10,NA,NA,1,"","","11.5",22.6714285714286,17.95,13.4,NA,NA,NA,NA,NA,NA,103.81625,0.10381625,2.29390976428715,"FC79524020",0.546313799621928,0,0,NA,2,3559.57465,366.818728028147,7,6100.22715,321.71077899265,"L",0,-10
"106",19,"DIA333120","DIA33312019","6/28/2015","SF, JV","PIMO","Y","",2,"11.9",NA,2.46,"0","0","PBR","PNS",NA,NA,NA,0,10,NA,NA,1,"","","11.9",36.05,NA,NA,NA,NA,NA,NA,NA,NA,111.16385,0.11116385,2.64353891522847,"DIA33312030",0.326530612244898,0,0,NA,2,1514.893,184.803862127135,3,2959.61485,152.305740643619,"L",0,-10
"107",5,"DIA333360","DIA3333605","6/27/2015","EK, SF ","PIMO","Y","",2,"12",NA,2.78,"0","0","PTB",NA,NA,NA,NA,0,10,NA,NA,1,"","","12",18.7333333333333,NA,NA,NA,NA,NA,NA,NA,NA,113.04,0.11304,3.79962322215773,"DIA33336025",1.1025,0,0,NA,1,124.6266,21.7134444236706,3,1686.1486,96.9692291730185,"L",0,-10
"108",133,"ROB938","ROB938133","6/29/2015","SF, EK, JV ","PIMO","Y","",2.22222222222222,"12",1.73076923076923,4.38,"0","0","PSF","RTB",NA,NA,NA,0,10,NA,NA,1,"","","12",10.3052631578947,7.3,7,NA,NA,NA,NA,NA,NA,113.04,0.11304,1.07610508398072,"ROB938134",1.21,4,806.0223,510.871235186761,11,3006.0626,448.507349096688,21,5459.42395,365.609282159142,"L",20,10
"109",50,"DIA333240","DIA33324050","6/28/2015","JV, EK","PIMO","Y","",2.5,"12.5",1.33333333333333,2.62,"","","PNS",NA,NA,NA,NA,0,10,NA,NA,1,"","","12.5",14.1,8.2,NA,NA,NA,NA,NA,NA,NA,122.65625,0.12265625,4.0015456534074,"DIA33324046",1.218816,0,0,NA,0,0,NA,4,2891.31985,158.217703956641,"L",0,-10
"110",54,"FC791","FC79154","6/3/2015","JV, EK ","PIMO","Y","",5,"12.5",1,3.78,"","","PNS",NA,NA,NA,NA,0,10,NA,NA,1,"","","12.5",18.7,19.8,22.3,19.4,NA,NA,NA,NA,NA,122.65625,0.12265625,0.467581756450573,"FC79135",0.937499272152866,2,392.4405451,250.044924418631,3,871.3611951,128.452219452551,6,3573.8728451,203.187775604634,"L",5,-5
"111",134,"ROB938","ROB938134","6/29/2015","SF, EK, JV ","PIMO","Y","",2.22222222222222,"13.2",1.73076923076923,4.26,"0","0","PNS","RTB",NA,NA,NA,0,10,NA,NA,1,"","","13.2",10.3052631578947,7.3,7,NA,NA,NA,NA,NA,NA,136.7784,0.1367784,1.00816384817464,"ROB938136",2.29568411386593,4,1653.45265,909.342158336634,10,3382.13255,483.811929701764,21,5548.72555,370.400844506924,"L",20,10
"112",6,"SPR1575","SPR15756","8/11/2015","JV, EK, SF","PIMO","Y","",1,"13.6",1,4.79,"0","0","PTB",NA,NA,NA,NA,0,10,NA,NA,1,"","","13.6",15.5333333333333,10.3,6.4,NA,NA,NA,NA,NA,NA,145.1936,0.1451936,0.426991991324675,"SPR15757",1.20031358131488,2,491.4257,299.508704822309,3,715.62955,109.678089727254,6,2153.098,135.296682692778,"L",10,0
"113",46,"DIA333240","DIA33324046","6/28/2015","JV, EK","PIMO","Y","",2.5,"13.8",1.33333333333333,3.55,"","","PSF",NA,NA,NA,NA,0,10,NA,NA,1,"","","13.8",14.1,8.2,NA,NA,NA,NA,NA,NA,NA,149.4954,0.1494954,2.53469171016483,"DIA33324048",4.60071413568578,0,0,NA,2,1881.7706,219.934966307176,6,4012.56675,222.971739798635,"L",0,-10
"114",13,"DIA333360","DIA33336013","6/27/2015","EK, SF ","PIMO","Y","",2,"13.9",NA,3.53,"0","","PTB",NA,NA,NA,NA,0,10,NA,NA,1,"","","13.9",18.7333333333333,NA,NA,NA,NA,NA,NA,NA,NA,151.66985,0.15166985,1.87263619976907,"DIA33336012",21.7330365923089,1,3296.2464,1203.01729869553,1,3296.2464,300.754324673884,3,6023.5405,269.389785239353,"L",20,10
"115",29,"SPR1575","SPR157529","8/11/2015","JV, EK, SF","PIMO","Y","",1,"14.2",1,4.74,"0","0","PTB","IPS",NA,NA,NA,0,10,NA,NA,1,"","","14.2",15.5333333333333,10.3,6.4,NA,NA,NA,NA,NA,NA,158.2874,0.1582874,1.41327531164801,"SPR157530",1.96394564570522,1,310.86785,180.864434782609,5,3947.1056,477.596753715234,7,6036.2889,319.001981394349,"L",10,0
"116",45,"SPR1575240","SPR157524045","8/12/2015","JV, EK, SF","PIMO","Y","",1,"15.7",1,5.6,"0","0","PSF","PTB",NA,NA,NA,0,10,NA,NA,1,"","","15.7",16,20.4,10.4,NA,NA,NA,NA,NA,NA,193.49465,0.19349465,1.2862558081059,"SPR157524044",2.14613168891233,1,415.265,228.174530022781,2,449.4596,69.7009627005351,6,2367.0419,145.9834833341,"L",10,0
"117",15,"DIA333240","DIA33324015","6/28/2015","JV, EK","PIMO","Y","",2.5,"16.7",1.33333333333333,4.42,"","","PSF",NA,NA,NA,NA,0,10,NA,NA,1,"","","16.7",14.1,8.2,NA,NA,NA,NA,NA,NA,NA,218.92865,0.21892865,1.86463423995469,"DIA33324014",1.86396070135179,1,408.0744,224.998393533609,5,2182.63755,296.879646982832,9,3545.00505,218.700110868646,"L",0,-10
"118",47,"FC791","FC79147","6/3/2015","JV, EK ","PIMO","Y","",5,"17.6",1,3.83,"","","PNS",NA,NA,NA,NA,0,10,NA,NA,1,"","","17.6",18.7,19.8,22.3,19.4,NA,NA,NA,NA,NA,243.1616,0.2431616,1.14094289080417,"FC79148",0.669421487603306,1,162.7776,107.613259928996,3,8918.6833,830.517696379841,7,10118.493,482.870751252101,"L",0,-10
"119",39,"FC791120","FC79112039","6/4/2015","SF, JV ","PIMO","Y","",2.8,"18.2",NA,3.97,"1","","RTB","PNS",NA,NA,NA,0,10,NA,NA,1,"","","18.2",15.36,17.6666666666667,11.3,NA,NA,NA,NA,NA,NA,260.0234,0.2600234,3.84783409282798,"FC79112040",2.81593406593407,0,0,NA,1,732.20875,89.9229644916696,1,732.20875,39.9657619962976,"L",5,-5
"120",3,"DIA248120","DIA2481203","6/25/2015","SF","PIMO","Y","",2,"18.3",NA,4.13,"0","0","PTB",NA,NA,NA,NA,0,10,NA,NA,1,"","","18.3",23.7,NA,NA,NA,NA,NA,NA,NA,NA,262.88865,0.26288865,5.49307948630004,"DIA2481209",1.8365433425901,0,0,NA,0,0,NA,1,482.8064,28.6118820578271,"L",0,-10
"121",43,"SPR1575","SPR157543","8/11/2015","JV, EK, SF","PIMO","Y","",1,"19.1",1,6.42,"4","0","PTB","RTB",NA,NA,NA,0,10,NA,NA,1,"","","19.1",15.5333333333333,10.3,6.4,NA,NA,NA,NA,NA,NA,286.37585,0.28637585,2.46244203699448,"SPR157542",0.737260491762835,0,0,NA,4,1748.3363,237.746694533606,10,4771.48905,283.425132882885,"L",10,0
"122",21,"DIA333120","DIA33312021","6/28/2015","SF, JV","PIMO","Y","",2,"19.8",NA,4.66,"2","8","PNS","PTB",NA,NA,NA,0,10,NA,NA,1,"","","19.8",36.05,NA,NA,NA,NA,NA,NA,NA,NA,307.7514,0.3077514,2.49206911266844,"DIA33312018",4.69444444444444,0,0,NA,1,1444.72185,155.141487265005,3,2070.36685,114.33468225833,"L",0,-10
"123",8,"DES998360","DES9983608","6/9/2015","JV, EK ","PIMO","Y","",2,"20.1",1.16666666666667,6.15,"3","","RTB",NA,NA,NA,NA,0,10,NA,NA,1,"","","20.1",29,NA,NA,NA,NA,NA,NA,NA,NA,317.14785,0.31714785,2.73112426516378,"DES9983607",4.53414519442588,0,0,NA,2,3254.17825,341.341187420606,2,3254.17825,151.707194409158,"L",5,-5
"125",2,"DIA248120","DIA2481202","6/25/2015","SF","PIMO","Y","",2,"21.7",NA,4.48,"20","10",NA,NA,NA,NA,NA,0,10,NA,NA,1,"","","21.7",23.7,NA,NA,NA,NA,NA,NA,NA,NA,369.64865,0.36964865,11.1723740088126,"DIA2481203",0.711185202488904,0,0,NA,0,0,NA,0,0,NA,"L",0,-10
"126",53,"SPR1575","SPR157553","8/11/2015","JV, EK, SF","PIMO","Y","",1,"21.9",1,6.4,"2","0","RTB","PTB",NA,NA,NA,0,10,NA,NA,1,"","","21.9",15.5333333333333,10.3,6.4,NA,NA,NA,NA,NA,NA,376.49385,0.37649385,1.25111680672479,"SPR157551",0.391338796105169,3,727.6479,444.615259170251,4,784.36415,124.956377987248,9,5937.8185,330.839287294895,"L",15,5
"127",27,"SPR1575","SPR157527","8/11/2015","JV, EK, SF","PIMO","Y","",1,"7.6",1,1.95,"0","0","PTB","IPS","PSF","PBR","",1,5,NA,NA,1,"","","7.6",15.5333333333333,10.3,6.4,NA,NA,NA,NA,NA,NA,45.3416,0.0453416,0.579012199888389,"SPR157526",37.4350761772853,1,1697.36625,706.24596122451,1,1697.36625,176.561490306128,4,2682.8631,148.996385586335,"L",0,-5
"128",53,"SHO424120","SHO42412053","8/3/2015","EK,JV,SF","PIMO","Y","",1,"7.9",1,2.2,"0","0","PTB","PNS","RTB","PBR","",0,30,NA,NA,1,"","","7.9",17.05,15.98,16.275,20.5,NA,NA,NA,NA,NA,48.99185,0.04899185,1.16320411437214,"SHO42412052",7.96811408428137,1,390.37265,217.131730216903,2,1387.41685,172.216837683131,8,4962.69935,279.893310390469,"L",15,-15
"129",8,"ROB926","ROB9268","8/1/2015","EK,JV,SF","PIMO","Y","",1,"11.4",NA,2.76,"0","0","PTB","PSF","PNS","PBR","",0,55,NA,NA,1,"","","11.4",9.5,NA,NA,NA,NA,NA,NA,NA,NA,102.0186,0.1020186,2.13591169339015,"ROB9267",5.81909818405663,0,0,NA,2,658.6621,94.7177378912496,4,1032.73815,69.2552305022096,"L",60,5
"131",4,"WHIS25240","WHIS252404","7/19/2015","SF, EK","PIMO","Y","",1,"18.5",1,2.92,"5","0","PMB","PTB","PSF","PBR","",0,50,NA,NA,1,"","","18.5",11.7285714285714,8.16666666666667,NA,NA,NA,NA,NA,NA,NA,268.66625,0.26866625,3.29133400967122,"WHIS2524060",1.78258582907232,0,0,NA,3,1876.73875,237.760174769435,6,2915.02685,172.535753448215,"L",10,-40
"132",42,"SHO424120","SHO42412042","8/3/2015","EK,JV,SF","PIMO","Y","",1,"18",1,5.97,"0","0","PTB","PSF","RTB","PMB","",0,25,NA,NA,1,"","","18",17.05,15.98,16.275,20.5,NA,NA,NA,NA,NA,254.34,0.25434,0.550414082239414,"SHO42412043",1.63904320987654,4,2288.59685,1180.38123447112,9,5474.1975,697.37466108538,9,5474.1975,309.944293815724,"L",5,-20
"133",42,"WHIS25","WHIS2542","7/19/2015","JV, EK","PIMO","Y","",1,"21",1,4.59,"0","0","PNS","PSF","RTB","PMB","",0,35,NA,NA,1,"","","21",15.5,25.2,NA,NA,NA,NA,NA,NA,NA,346.185,0.346185,0.477721887328988,"WHIS2543",0.678662131519274,2,269.13725,184.743214259481,4,800.81775,127.055576774353,11,2976.163592,197.743954910168,"L",5,-30
"135",9,"DES998120","DES9981209","6/10/2015","SF, JV ","PIMO","Y","",2.5,"14.7",4,2.32,"0","0","PBR","PTB","PSF","PNS","",0,5,NA,NA,1,"","","14.7",13,30.4,NA,NA,NA,NA,NA,NA,NA,169.63065,0.16963065,9.92084650727986,"DES9981208",7.59058725531029,0,0,NA,0,0,NA,0,0,NA,"L",0,-5
"136",23,"SPR1575","SPR157523","8/11/2015","JV, EK, SF","PIMO","Y","",1,"15.7",1,3.75,"0","0","IPS","PTB","PSF","PNS","",4,20,NA,NA,1,"","","15.7",15.5333333333333,10.3,6.4,NA,NA,NA,NA,NA,NA,193.49465,0.19349465,1.39362450276328,"SPR157522",6.72031319728995,1,1300.34465,570.286399835569,3,1481.20865,196.631040376613,7,4190.8952,238.027233714922,"L",0,-20
"137",48,"SPR1575","SPR157548","8/11/2015","JV, EK, SF","PIMO","Y","",1,"17",1,3.85,"0","0","RTB","PSF","PTB","PNS","",0,20,NA,NA,1,"","","17",15.5333333333333,10.3,6.4,NA,NA,NA,NA,NA,NA,226.865,0.226865,1.53626725049311,"SPR157553",1.65955017301038,1,376.49385,210.914672133105,5,1356.9196,202.732021409598,10,8064.148,431.848849462714,"L",5,-15
"139",55,"SPR1575","SPR157555","8/11/2015","JV, EK, SF","PIMO","Y","",1,"26.8",1,5.6,"2","0","RTB","PTB","PSF","PNS","",0,15,NA,NA,1,"","","26.8",15.5333333333333,10.3,6.4,NA,NA,NA,NA,NA,NA,563.8184,0.5638184,3.81432423255809,"SPR157556",1.36652094007574,0,0,NA,1,770.46965,93.674722349328,3,1424.8221,84.7116112890786,"L",10,-5
"140",58,"TOI1577360","TOI157736058","10/3/2015","PW,SF","PIMO","Y","",1,"28.7",1.18918918918919,7.41,"0","5","IPS","RTB","PTB","PNS","psf",4,40,NA,NA,1,"","","28.7",10.95,8.45,13.5,12.1,NA,NA,NA,NA,NA,646.59665,0.64659665,1.94930064728351,"TOI157736065",0.393351867814348,1,254.34,153.959452691597,6,2462.918075,339.09748336593,13,5573.880925,338.153537073992,"L",10,-30
"141",5,"DES105","DES1055","8/13/2015","JV,SF,EK","PIMO","Y","",1,"37.3",1.19230769230769,5.3,"0","0","IPS","PTB","RTB","PNS","",2,25,NA,NA,1,"","","37.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1092.16265,1.09216265,1.7801047865968,"DES10560",0.195681705467588,1,213.71625,133.892335886413,1,213.71625,33.4730839716033,4,2452.183,138.625016619234,"L",20,-5
"142",46,"TOI533120","TOI53312046","7/11/2015","JV, EK","PIMO","Y","",1,"44.5",NA,6.47,"15","100","RTB","PTB","PSF","PNS","",0,60,NA,NA,2,"","","44.5",11.88,12.24,3.1,NA,NA,NA,NA,NA,NA,1554.49625,1.55449625,2.45122546278931,"TOI53312044",1.15864663552582,0,0,NA,2,3469.89625,359.383806263049,7,5439.9244,293.453109217507,"L",5,-55
"143",10,"ROB926120","ROB92612010","8/1/2015","SF,EK,JV","PIMO","Y","",1,"51.1",NA,8.63,"150","50","RTB","IPS","PTB","PNS","psf",0,20,NA,NA,2,"","","51.1",19.8,NA,NA,NA,NA,NA,NA,NA,NA,2049.79985,2.04979985,1.35286637900729,"ROB92612016",1.0315562516994,2,2344.0257,1049.32329324834,3,2468.6523,296.265877972843,7,5319.631,288.234095149002,"L",20,0
"145",6,"SPR1575240","SPR15752406","8/12/2015","JV, EK, SF","PIMO","Y","",1,"11.1",1,2.57,"0","0","PNS","RTB","PNS","psf","",0,5,NA,NA,1,"","","11.1",16,20.4,10.4,NA,NA,NA,NA,NA,NA,96.71985,0.09671985,4.36753693031491,"SPR15752408",0.982063144225306,0,0,NA,0,0,NA,3,440.36145,33.0146718073423,"L",0,-5
"146",24,"SHO424120","SHO42412024","8/3/2015","EK,JV,SF","PIMO","Y","",1,"13.1",1,4.24,"0","0","PTB","RTB","PNS","psf","",0,40,NA,NA,1,"","","13.1",17.05,15.98,16.275,20.5,NA,NA,NA,NA,NA,134.71385,0.13471385,1.2502616720936,"SHO42412023",9.98752986422702,1,1345.4586,586.110545419217,3,2156.709,265.827718686428,13,5810.27955,349.615361087164,"L",20,-20
"148",64,"TOI1577360","TOI157736064","10/3/2015","PW,SF","PIMO","Y","",1,"13.7",1.18918918918919,4.51,"0","0","PMB","PTB","RTB","psf","",6,80,NA,NA,1,"","","13.7",10.95,8.45,13.5,12.1,NA,NA,NA,NA,NA,147.33665,0.14733665,0.0622263079903904,"TOI157736063",0.793009750119879,3,514.24565,336.516965491412,6,1541.2847,232.788740161305,12,6463.644435,374.856490540045,"L",5,-75
"150",8,"WHIS25240","WHIS252408","7/19/2015","SF, EK","PIMO","Y","",1,"19.6",1,3.8,"5","0","PTB","IPS","PNS","psf","",0,40,NA,NA,1,"","","19.6",11.7285714285714,8.16666666666667,NA,NA,NA,NA,NA,NA,NA,301.5656,0.3015656,1.9283264420055,"WHIS2524061",0.474411703456893,1,143.06625,97.0241141653222,5,2135.7809,291.754070049903,13,3742.566,245.635362184083,"L",5,-35
"153",40,"SPR1575","SPR157540","8/11/2015","JV, EK, SF","PIMO","Y","",1,"26",1,9.42,"0","0","RTB","PTB","PNS","psf","",0,15,NA,NA,1,"","","26",15.5333333333333,10.3,6.4,NA,NA,NA,NA,NA,NA,530.66,0.53066,0.9107792549565,"SPR157534",2.01421597633136,1,1068.86385,487.271830825731,8,4289.64035,560.246467756684,12,8382.6853,461.819070401143,"L",5,-10
"154",35,"NP342120","NP34212035","7/21/2015","JV,SF,EK","PIMO","Y","",1,"26.1",1.75,4.67,"5","1","PSF","PTB","IPS","psf","",0,30,NA,NA,1,"","","26.1",15,11.2,NA,NA,NA,NA,NA,NA,NA,534.74985,0.53474985,1.96008611233643,"NP3421201",1.09406790857445,1,585.05265,300.424285088769,2,590.35925,86.7511838189057,4,965.1575,65.5942052586135,"L",5,-25
"157",36,"WHIS25360","WHIS2536036","7/20/2015","SF,JV,EK","PIMO","Y","",1,"29.3",1,6.84,"11","0","IPS","RTB","PTB","psf","",0,30,NA,NA,1,"","","29.3",13.2285714285714,4.5,8.7,7.2,NA,NA,NA,NA,NA,673.91465,0.67391465,1.2961783627535,"WHIS2536035",0.218628056238279,1,147.33665,99.3414507850035,2,184.0511,34.0461180843042,8,2280.120125625,149.94774120528,"L",10,-20
"158",54,"WHIS25120","WHIS2512054","7/20/2015","EK,JV,SF","PIMO","Y","",1,"29.9",1,5.33,"7","0","IPS","PTB","RTB","psf","",0,20,NA,NA,1,"","","29.9",7,NA,NA,NA,NA,NA,NA,NA,NA,701.79785,0.70179785,1.97539716699511,"WHIS2512041",0.617722396841199,1,433.51625,236.188042511052,4,1140.1026,168.696259850848,8,1417.49805,102.394265158105,"L",10,-10
"159",52,"ROB938240","ROB93824052","7/15/2015","SF, JV, EK","PIMO","Y","",1,"31.4",1.58064516129032,4.96,"0","0","RTB","IPS","PTB","psf","",0,40,NA,NA,1,"","","31.4",8.92083333333333,7.55,5.95,NA,NA,NA,NA,NA,NA,773.9786,0.7739786,1.82986237273473,"ROB93824054",0.166173069901416,1,128.6144,89.0770834846537,9,1371.5206,229.651277933552,23,3141.90755,238.922764670547,"L",35,-5
"161",8,"ROB926360","ROB9263608","7/31/2015","SF, EK","PIMO","Y","",1,"34",NA,6.17,"9","13","IPS","PTB","PNS","psf","",0,30,NA,NA,1,"","","34",13.4,15.1,NA,NA,NA,NA,NA,NA,NA,907.46,0.90746,3.33769852792283,"ROB92636011",0.593806228373702,0,0,NA,1,538.8554,70.3084573495744,4,2234.10215,128.641355008362,"L",5,-25
"162",4,"TOI1596","TOI15964","7/29/2015","SF,JV","PIMO","Y","",1,"36.1",1.33333333333333,5.68,"5","10","IPS","PNS","PTB","psf","",0,30,NA,NA,1,"","","36.1",2,NA,NA,NA,NA,NA,NA,NA,NA,1023.01985,1.02301985,2.52759993481487,"TOI15965",0.449382678156245,0,0,NA,3,1364.71465,184.121130321719,7,3901.85035,224.76055985764,"L",5,-25
"164",95,"TOI1577360","TOI157736095","10/3/2015","PW,SF","PIMO","Y","",1,"40.8",1.18918918918919,9.53,"0","0","IPS","PMB","RTB","psf","",3,40,NA,NA,1,"","","40.8",10.95,8.45,13.5,12.1,NA,NA,NA,NA,NA,1306.7424,1.3067424,3.65290725457886,"TOI157736097",1.04009677806429,0,0,NA,1,1359.13856,147.722021976602,4,2628.85251,146.584422216512,"L",15,-25
"165",44,"TOI533120","TOI53312044","7/11/2015","JV, EK","PIMO","Y","",1,"47.9",NA,5.56,"0","20","RTB","IPS","PTB","psf","",0,30,NA,NA,2,"","","47.9",11.88,12.24,3.1,NA,NA,NA,NA,NA,NA,1801.11185,1.80111185,2.41874858354191,"TOI53312042",0.571144651566198,0,0,NA,2,2583.19165,283.602604718031,10,5450.3021,315.352363569514,"L",0,-30
"166",18,"TOI1596360","TOI159636018","7/29/2015","SF,EK","PIMO","Y","",1,"51.4",NA,5.2,"10","20","PTB","PMB","IPS","psf","",0,30,NA,NA,1,"","","51.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2073.9386,2.0739386,2.02480874260958,"TOI159636020",0.0378506866114551,0,0,NA,2,355.9504,57.802228583655,3,2987.59225,153.460069076385,"L",10,-20
"169",99,"ROB938120","ROB93812099","6/30/2015","SF, EK, JV ","PIMO","Y","",1,"13.6",1.28205128205128,3.24,"3","5","PSF","PNS","pmb","PTB","",0,30,NA,NA,1,"","","13.6",9.075,9.025,NA,NA,NA,NA,NA,NA,NA,145.1936,0.1451936,1.84113715148976,"ROB93812096",0.791576557093426,1,114.93185,81.38877412935,5,719.86855,121.897097882777,10,5168.38505,302.194012556212,"L",10,-20
"172",49,"TOI1577360","TOI157736049","10/3/2015","PW,SF","PIMO","Y","",1,"23.5",1.18918918918919,5.8,"0","3","IPS","PNS","PSF","PTB","",6,60,NA,NA,1,"","","23.5",10.95,8.45,13.5,12.1,NA,NA,NA,NA,NA,433.51625,0.43351625,0.366908442758662,"TOI157736040",0.775898596650068,2,517.73105,312.308023944977,9,4271.369595,571.47091515139,23,10230.26918,616.160981402148,"L",10,-50
"174",36,"TOI1577","TOI157736","10/2/2015","PW,SF","PIMO","Y","",1,"32.3",1,7.33,"0","2","PMB","IPS","PNS","PTB","",0,25,NA,NA,1,"","","32.3",12.6666666666667,4.3,NA,NA,NA,NA,NA,NA,NA,818.98265,0.81898265,1.03454334379724,"TOI157735",0.879995015767428,2,758.0745,424.114677692392,8,1007.94785,175.234823244029,12,2706.89195,186.429566070645,"L",5,-20
"175",6,"WHIS64","WHIS646","7/17/2015","EK, JV","PIMO","Y","",1,"33.7",NA,6.93,"16","0","PNS","PSF","RTB","PTB","",0,5,NA,NA,1,"","","33.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,891.51665,0.89151665,5.67225743687347,"WHIS6414",0.0419216511548046,0,0,NA,0,0,NA,2,370.49645,26.529019807354,"L",5,0
"176",14,"ROB926","ROB92614","8/1/2015","EK,JV,SF","PIMO","Y","",1,"13.6",NA,3.43,"0","0","PTB","PSF","PNS","RTB","ips",0,65,NA,NA,1,"","","13.6",9.5,NA,NA,NA,NA,NA,NA,NA,NA,145.1936,0.1451936,7.81114413616065,"ROB92613",3.29849697231834,0,0,NA,0,0,NA,0,0,NA,"L",0,-65
"177",4,"ROB938360","ROB9383604","7/16/2015","SF,EK","PIMO","Y","",1,"19.5",1.76470588235294,4.42,"0","7","IPS","PTB","PSF","RTB","",0,20,NA,NA,1,"","","19.5",9.31176470588235,8.95714285714286,12.5,NA,NA,NA,NA,NA,NA,298.49625,0.29849625,1.25858339636418,"ROB9383605",0.591715976331361,2,425.3444,266.734345142813,10,2287.13675,353.454107625918,18,3806.59845,265.531405616532,"L",20,0
"179",28,"TOI1596240","TOI159624028","7/29/2015","JV,EK","PIMO","Y","",1,"27.3",1.15789473684211,5.74,"10","0","IPS","PTB","PNS","RTB","",1,30,NA,NA,1,"","","27.3",44.9,NA,NA,NA,NA,NA,NA,NA,NA,585.05265,0.58505265,2.45152832329107,"TOI159624027",1.10270421205437,0,0,NA,3,4363.46522142857,467.947723307415,13,8274.30382142857,464.303428389577,"L",5,-25
"180",17,"TOI1596240","TOI159624017","7/29/2015","JV,EK","PIMO","Y","",1,"28.6",1.15789473684211,5.97,"0","0","PTB","IPS","PSF","RTB","",0,30,NA,NA,1,"","","28.6",44.9,NA,NA,NA,NA,NA,NA,NA,NA,642.0986,0.6420986,1.71426454689762,"TOI159624018",4.79089442026505,1,3076.2266,1138.14027714327,4,3718.50575,435.640885703328,13,7851.23592142857,445.153874959502,"L",20,-10
"181",75,"TOI1596120","TOI159612075","7/30/2015","SF,JV","PIMO","Y","",1,"29.5",1.26666666666667,5.76,"5","0","PMB","PBR","IPS","RTB","",1,40,NA,NA,1,"","","29.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,683.14625,0.68314625,0.797233836254692,"TOI159612068",2.06579718471704,1,1411.2416,608.998450580411,6,2961.70295,393.185977666842,15,5434.20175,340.834107439523,"L",5,-35
"182",15,"NP342240","NP34224015","7/22/2015","SF,JV,EK","PIMO","Y","",1,"30.3",1,5.91,"6","0","PSF","PTB","PNS","RTB","",0,50,NA,NA,2,"","","30.3",16.225,7.6,8.2,11.2,11,NA,NA,NA,NA,720.70065,0.72070065,2.51987088877451,"NP34224017",0.840843490289623,0,0,NA,1,605.99645,77.2561988481715,1,605.99645,34.3360883769651,"L",5,-45
"184",11,"ROB926240","ROB92624011","8/1/2015","SF, JV","PIMO","Y","",1,"34",NA,9.36,"10","35","PTB","IPS","PNS","RTB","",0,30,NA,NA,1,"","","34",19.55,NA,NA,NA,NA,NA,NA,NA,NA,907.46,0.90746,0.149921099312929,"ROB92624012",0.799446366782007,1,725.4656,357.031134197194,2,815.34025,112.409747970696,4,2755.8838,152.242112283095,"L",10,-20
